NONO|---	ParalogV3_000393	chrX:71297931-71297951_-|chrX:71298797-71298820_-	ParalogV3_000389	chrX:71297932-71297952_-|chrX:71298797-71298820_-
NONO|---	ParalogV3_000394	chrX:71297931-71297951_-|chrX:71290625-71290648_+	ParalogV3_000390	chrX:71297932-71297952_-|chrX:71290625-71290648_+
NONO|---	ParalogV3_000395	chrX:71297931-71297951_-|chrX:71299939-71299962_+	ParalogV3_000391	chrX:71297932-71297952_-|chrX:71299939-71299962_+
NONO|---	ParalogV3_000396	chrX:71297931-71297951_-|chr7:118974825-118974848_+	ParalogV3_000392	chrX:71297932-71297952_-|chr7:118974825-118974848_+
RPL23A|---	ParalogV3_000551	chr17:28722892-28722912_-|chr17:28723633-28723656_-	ParalogV3_000547	chr17:28722893-28722913_-|chr17:28723633-28723656_-
RPL23A|---	ParalogV3_000552	chr17:28722892-28722912_-|chr17:28723864-28723887_+	ParalogV3_000548	chr17:28722893-28722913_-|chr17:28723864-28723887_+
RPL23A|---	ParalogV3_000553	chr17:28722892-28722912_-|chr17:28720700-28720723_+	ParalogV3_000549	chr17:28722893-28722913_-|chr17:28720700-28720723_+
RPL23A|---	ParalogV3_000554	chr17:28722892-28722912_-|chr22:17338208-17338231_+	ParalogV3_000550	chr17:28722893-28722913_-|chr22:17338208-17338231_+
TPI1|---	ParalogV3_000629	chr12:6870121-6870141_-|chr12:6869250-6869273_+	ParalogV3_000627	chr12:6870122-6870142_-|chr12:6869250-6869273_+
TPI1|---	ParalogV3_000630	chr12:6870121-6870141_-|chr2:45144194-45144217_+	ParalogV3_000628	chr12:6870122-6870142_-|chr2:45144194-45144217_+
RPL31|---	ParalogV3_000762	chr2:101002697-101002717_+|chr2:101005954-101005977_+	ParalogV3_000766	chr2:101002698-101002718_+|chr2:101005954-101005977_+
RPL31|---	ParalogV3_000763	chr2:101002697-101002717_+|chr2:101004264-101004287_-	ParalogV3_000767	chr2:101002698-101002718_+|chr2:101004264-101004287_-
RPL31|---	ParalogV3_000764	chr2:101002697-101002717_+|chr2:101006067-101006090_+	ParalogV3_000768	chr2:101002698-101002718_+|chr2:101006067-101006090_+
RPL31|---	ParalogV3_000765	chr2:101002697-101002717_+|chr5:140635532-140635555_-	ParalogV3_000769	chr2:101002698-101002718_+|chr5:140635532-140635555_-
RPL12|---	ParalogV3_000789	chr9:127450718-127450738_+|chr9:127447709-127447732_-	ParalogV3_000793	chr9:127450719-127450739_+|chr9:127447709-127447732_-
RPL12|---	ParalogV3_000790	chr9:127450718-127450738_+|chr9:127448418-127448441_-	ParalogV3_000794	chr9:127450719-127450739_+|chr9:127448418-127448441_-
RPL12|---	ParalogV3_000791	chr9:127450718-127450738_+|chr9:127447713-127447736_-	ParalogV3_000795	chr9:127450719-127450739_+|chr9:127447713-127447736_-
RPL12|---	ParalogV3_000792	chr9:127450718-127450738_+|chr7:108854642-108854665_+	ParalogV3_000796	chr9:127450719-127450739_+|chr7:108854642-108854665_+
NAP1L1|---	ParalogV3_000961	chr12:76053192-76053212_+|chr12:76055017-76055040_+	ParalogV3_000965	chr12:76053193-76053213_+|chr12:76055017-76055040_+
NAP1L1|---	ParalogV3_000962	chr12:76053192-76053212_+|chr12:76056154-76056177_-	ParalogV3_000966	chr12:76053193-76053213_+|chr12:76056154-76056177_-
NAP1L1|---	ParalogV3_000963	chr12:76053192-76053212_+|chr12:76049233-76049256_-	ParalogV3_000967	chr12:76053193-76053213_+|chr12:76049233-76049256_-
NAP1L1|---	ParalogV3_000964	chr12:76053192-76053212_+|chr1:208503819-208503842_-	ParalogV3_000968	chr12:76053193-76053213_+|chr1:208503819-208503842_-
RPS20|---	ParalogV3_001282	chr8:56073678-56073698_-|chr8:56074143-56074166_+	ParalogV3_001285	chr8:56073679-56073699_-|chr8:56074143-56074166_+
RPS20|---	ParalogV3_001283	chr8:56073678-56073698_-|chr8:56073255-56073278_-	ParalogV3_001286	chr8:56073679-56073699_-|chr8:56073255-56073278_-
RPS20|---	ParalogV3_001284	chr8:56073678-56073698_-|chr13:83202591-83202614_-	ParalogV3_001287	chr8:56073679-56073699_-|chr13:83202591-83202614_-
PTGES3|---	ParalogV3_001333	chr12:56687985-56688005_+|chr12:56666196-56666219_+	ParalogV3_001337	chr12:56687986-56688006_+|chr12:56666196-56666219_+
PTGES3|---	ParalogV3_001334	chr12:56687985-56688005_+|chr12:56670263-56670286_+	ParalogV3_001338	chr12:56687986-56688006_+|chr12:56670263-56670286_+
PTGES3|---	ParalogV3_001335	chr12:56687985-56688005_+|chr12:56673045-56673068_-	ParalogV3_001339	chr12:56687986-56688006_+|chr12:56673045-56673068_-
PTGES3|---	ParalogV3_001336	chr12:56687985-56688005_+|chr19:779476-779499_-	ParalogV3_001340	chr12:56687986-56688006_+|chr19:779476-779499_-
ANP32B|---	ParalogV3_001784	chr9:97983601-97983621_-|chr9:98011269-98011292_+	ParalogV3_001780	chr9:97983602-97983622_-|chr9:98011269-98011292_+
ANP32B|---	ParalogV3_001785	chr9:97983601-97983621_-|chr9:97994620-97994643_+	ParalogV3_001781	chr9:97983602-97983622_-|chr9:97994620-97994643_+
ANP32B|---	ParalogV3_001786	chr9:97983601-97983621_-|chr9:98015352-98015375_+	ParalogV3_001782	chr9:97983602-97983622_-|chr9:98015352-98015375_+
ANP32B|---	ParalogV3_001787	chr9:97983601-97983621_-|chrY:19090027-19090050_-	ParalogV3_001783	chr9:97983602-97983622_-|chrY:19090027-19090050_-
CHCHD2|---	ParalogV3_002445	chr7:56106351-56106371_+|chr7:56104456-56104479_-	ParalogV3_002449	chr7:56106352-56106372_+|chr7:56104456-56104479_-
CHCHD2|---	ParalogV3_002446	chr7:56106351-56106371_+|chr7:56101841-56101864_-	ParalogV3_002450	chr7:56106352-56106372_+|chr7:56101841-56101864_-
CHCHD2|---	ParalogV3_002447	chr7:56106351-56106371_+|chr7:56101847-56101870_-	ParalogV3_002451	chr7:56106352-56106372_+|chr7:56101847-56101870_-
CHCHD2|---	ParalogV3_002448	chr7:56106351-56106371_+|chr20:5727980-5728003_+	ParalogV3_002452	chr7:56106352-56106372_+|chr20:5727980-5728003_+
TUFM|---	ParalogV3_003028	chr16:28843042-28843062_+|chr16:28844292-28844315_+	ParalogV3_003032	chr16:28843043-28843063_+|chr16:28844292-28844315_+
TUFM|---	ParalogV3_003029	chr16:28843042-28843062_+|chr16:28844086-28844109_-	ParalogV3_003033	chr16:28843043-28843063_+|chr16:28844086-28844109_-
TUFM|---	ParalogV3_003030	chr16:28843042-28843062_+|chr16:28844429-28844452_-	ParalogV3_003034	chr16:28843043-28843063_+|chr16:28844429-28844452_-
TUFM|---	ParalogV3_003031	chr16:28843042-28843062_+|chr10:109851955-109851978_+	ParalogV3_003035	chr16:28843043-28843063_+|chr10:109851955-109851978_+
G3BP1|---	ParalogV3_003068	chr5:151803955-151803975_+|chr5:151797248-151797271_+	ParalogV3_003064	chr5:151803956-151803976_+|chr5:151797248-151797271_+
G3BP1|---	ParalogV3_003069	chr5:151803955-151803975_+|chr5:151797217-151797240_+	ParalogV3_003065	chr5:151803956-151803976_+|chr5:151797217-151797240_+
G3BP1|---	ParalogV3_003070	chr5:151803955-151803975_+|chr5:151797409-151797432_-	ParalogV3_003066	chr5:151803956-151803976_+|chr5:151797409-151797432_-
G3BP1|---	ParalogV3_003071	chr5:151803955-151803975_+|chr7:12911092-12911115_+	ParalogV3_003067	chr5:151803956-151803976_+|chr7:12911092-12911115_+
RCC2|---	ParalogV3_003208	chr1:17410044-17410064_-|chr1:17420807-17420830_-	ParalogV3_003212	chr1:17410045-17410065_-|chr1:17420807-17420830_-
RCC2|---	ParalogV3_003209	chr1:17410044-17410064_-|chr1:17429088-17429111_+	ParalogV3_003213	chr1:17410045-17410065_-|chr1:17429088-17429111_+
RCC2|---	ParalogV3_003210	chr1:17410044-17410064_-|chr1:17409180-17409203_-	ParalogV3_003214	chr1:17410045-17410065_-|chr1:17409180-17409203_-
RCC2|---	ParalogV3_003211	chr1:17410044-17410064_-|chr21:18486807-18486830_+	ParalogV3_003215	chr1:17410045-17410065_-|chr21:18486807-18486830_+
MTHFD1|---	ParalogV3_003819	chr14:64454863-64454883_-|chr14:64441381-64441404_+	ParalogV3_003815	chr14:64454864-64454884_-|chr14:64441381-64441404_+
MTHFD1|---	ParalogV3_003820	chr14:64454863-64454883_-|chr14:64449618-64449641_-	ParalogV3_003816	chr14:64454864-64454884_-|chr14:64449618-64449641_-
MTHFD1|---	ParalogV3_003821	chr14:64454863-64454883_-|chr14:64415356-64415379_+	ParalogV3_003817	chr14:64454864-64454884_-|chr14:64415356-64415379_+
MTHFD1|---	ParalogV3_003822	chr14:64454863-64454883_-|chr21:41290495-41290518_+	ParalogV3_003818	chr14:64454864-64454884_-|chr21:41290495-41290518_+
CLIC4|---	ParalogV3_004274	chr1:24745605-24745625_-|chr1:24797738-24797761_+	ParalogV3_004270	chr1:24745606-24745626_-|chr1:24797738-24797761_+
CLIC4|---	ParalogV3_004275	chr1:24745605-24745625_-|chr1:24797786-24797809_-	ParalogV3_004271	chr1:24745606-24745626_-|chr1:24797786-24797809_-
CLIC4|---	ParalogV3_004276	chr1:24745605-24745625_-|chr1:24814085-24814108_+	ParalogV3_004272	chr1:24745606-24745626_-|chr1:24814085-24814108_+
CLIC4|---	ParalogV3_004277	chr1:24745605-24745625_-|chr3:127125372-127125395_+	ParalogV3_004273	chr1:24745606-24745626_-|chr3:127125372-127125395_+
EIF3F|---	ParalogV3_004847	chr11:7992874-7992894_+|chr11:7995245-7995268_+	ParalogV3_004843	chr11:7992875-7992895_+|chr11:7995245-7995268_+
EIF3F|---	ParalogV3_004848	chr11:7992874-7992894_+|chr11:7991776-7991799_+	ParalogV3_004844	chr11:7992875-7992895_+|chr11:7991776-7991799_+
EIF3F|---	ParalogV3_004849	chr11:7992874-7992894_+|chr11:7987706-7987729_-	ParalogV3_004845	chr11:7992875-7992895_+|chr11:7987706-7987729_-
EIF3F|---	ParalogV3_004850	chr11:7992874-7992894_+|chr5:23894307-23894330_-	ParalogV3_004846	chr11:7992875-7992895_+|chr5:23894307-23894330_-
SNRPD3|---	ParalogV3_005163	chr22:24557694-24557714_+|chr22:24571928-24571951_-	ParalogV3_005167	chr22:24557695-24557715_+|chr22:24571928-24571951_-
SNRPD3|---	ParalogV3_005164	chr22:24557694-24557714_+|chr22:24568081-24568104_-	ParalogV3_005168	chr22:24557695-24557715_+|chr22:24568081-24568104_-
SNRPD3|---	ParalogV3_005165	chr22:24557694-24557714_+|chr22:24568076-24568099_+	ParalogV3_005169	chr22:24557695-24557715_+|chr22:24568076-24568099_+
SNRPD3|---	ParalogV3_005166	chr22:24557694-24557714_+|chr16:62238573-62238596_-	ParalogV3_005170	chr22:24557695-24557715_+|chr16:62238573-62238596_-
MRPL3|---	ParalogV3_005994	chr3:131462728-131462748_+|chr3:131490063-131490086_-	ParalogV3_005998	chr3:131462729-131462749_+|chr3:131490063-131490086_-
MRPL3|---	ParalogV3_005995	chr3:131462728-131462748_+|chr3:131501906-131501929_-	ParalogV3_005999	chr3:131462729-131462749_+|chr3:131501906-131501929_-
MRPL3|---	ParalogV3_005996	chr3:131462728-131462748_+|chr3:131468146-131468169_-	ParalogV3_006000	chr3:131462729-131462749_+|chr3:131468146-131468169_-
MRPL3|---	ParalogV3_005997	chr3:131462728-131462748_+|chr19:57019395-57019418_-	ParalogV3_006001	chr3:131462729-131462749_+|chr19:57019395-57019418_-
FTL|---	ParalogV3_006018	chr19:48966402-48966422_-|chr19:48966266-48966289_+	ParalogV3_006021	chr19:48966403-48966423_-|chr19:48966266-48966289_+
FTL|---	ParalogV3_006019	chr19:48966402-48966422_-|chr19:48966565-48966588_+	ParalogV3_006022	chr19:48966403-48966423_-|chr19:48966565-48966588_+
FTL|---	ParalogV3_006020	chr19:48966402-48966422_-|chr15:54934700-54934723_+	ParalogV3_006023	chr19:48966403-48966423_-|chr15:54934700-54934723_+
DPPA4|---	ParalogV3_006688	chr3:109328912-109328932_+|chr3:109330550-109330573_-	ParalogV3_006692	chr3:109328913-109328933_+|chr3:109330550-109330573_-
DPPA4|---	ParalogV3_006689	chr3:109328912-109328932_+|chr3:109328004-109328027_-	ParalogV3_006693	chr3:109328913-109328933_+|chr3:109328004-109328027_-
DPPA4|---	ParalogV3_006690	chr3:109328912-109328932_+|chr3:109330665-109330688_+	ParalogV3_006694	chr3:109328913-109328933_+|chr3:109330665-109330688_+
DPPA4|---	ParalogV3_006691	chr3:109328912-109328932_+|chr15:24005795-24005818_+	ParalogV3_006695	chr3:109328913-109328933_+|chr15:24005795-24005818_+
SZRD1|---	ParalogV3_008290	chr1:16393266-16393286_+|chr1:16391368-16391391_+	ParalogV3_008294	chr1:16393267-16393287_+|chr1:16391368-16391391_+
SZRD1|---	ParalogV3_008291	chr1:16393266-16393286_+|chr1:16395101-16395124_+	ParalogV3_008295	chr1:16393267-16393287_+|chr1:16395101-16395124_+
SZRD1|---	ParalogV3_008292	chr1:16393266-16393286_+|chr1:16393441-16393464_-	ParalogV3_008296	chr1:16393267-16393287_+|chr1:16393441-16393464_-
SZRD1|---	ParalogV3_008293	chr1:16393266-16393286_+|chr4:176946164-176946187_-	ParalogV3_008297	chr1:16393267-16393287_+|chr4:176946164-176946187_-
IARS2|---	ParalogV3_008718	chr1:220147561-220147581_-|chr1:220100510-220100533_-	ParalogV3_008714	chr1:220147562-220147582_-|chr1:220100510-220100533_-
IARS2|---	ParalogV3_008719	chr1:220147561-220147581_-|chr1:220114344-220114367_-	ParalogV3_008715	chr1:220147562-220147582_-|chr1:220114344-220114367_-
IARS2|---	ParalogV3_008720	chr1:220147561-220147581_-|chr1:220141920-220141943_-	ParalogV3_008716	chr1:220147562-220147582_-|chr1:220141920-220141943_-
IARS2|---	ParalogV3_008721	chr1:220147561-220147581_-|chrX:43584364-43584387_-	ParalogV3_008717	chr1:220147562-220147582_-|chrX:43584364-43584387_-
SH3BGRL|---	ParalogV3_009136	chrX:81277145-81277165_+|chrX:81278324-81278347_+	ParalogV3_009140	chrX:81277146-81277166_+|chrX:81278324-81278347_+
SH3BGRL|---	ParalogV3_009137	chrX:81277145-81277165_+|chrX:81297192-81297215_+	ParalogV3_009141	chrX:81277146-81277166_+|chrX:81297192-81297215_+
SH3BGRL|---	ParalogV3_009138	chrX:81277145-81277165_+|chrX:81276976-81276999_+	ParalogV3_009142	chrX:81277146-81277166_+|chrX:81276976-81276999_+
SH3BGRL|---	ParalogV3_009139	chrX:81277145-81277165_+|chr22:42762969-42762992_+	ParalogV3_009143	chrX:81277146-81277166_+|chr22:42762969-42762992_+
MTCH1|---	ParalogV3_009505	chr6:36970648-36970668_-|chr6:36968918-36968941_-	ParalogV3_009509	chr6:36970649-36970669_-|chr6:36968918-36968941_-
MTCH1|---	ParalogV3_009506	chr6:36970648-36970668_-|chr6:36978594-36978617_-	ParalogV3_009510	chr6:36970649-36970669_-|chr6:36978594-36978617_-
MTCH1|---	ParalogV3_009507	chr6:36970648-36970668_-|chr6:36972677-36972700_+	ParalogV3_009511	chr6:36970649-36970669_-|chr6:36972677-36972700_+
MTCH1|---	ParalogV3_009508	chr6:36970648-36970668_-|chr14:86766915-86766938_+	ParalogV3_009512	chr6:36970649-36970669_-|chr14:86766915-86766938_+
ARGLU1|---	ParalogV3_009775	chr13:106559526-106559546_-|chr13:106557028-106557051_+	ParalogV3_009779	chr13:106559527-106559547_-|chr13:106557028-106557051_+
ARGLU1|---	ParalogV3_009776	chr13:106559526-106559546_-|chr13:106557109-106557132_-	ParalogV3_009780	chr13:106559527-106559547_-|chr13:106557109-106557132_-
ARGLU1|---	ParalogV3_009777	chr13:106559526-106559546_-|chr13:106544030-106544053_+	ParalogV3_009781	chr13:106559527-106559547_-|chr13:106544030-106544053_+
ARGLU1|---	ParalogV3_009778	chr13:106559526-106559546_-|chr7:120234711-120234734_-	ParalogV3_009782	chr13:106559527-106559547_-|chr7:120234711-120234734_-
ZNF146|---	ParalogV3_010448	chr19:36237203-36237223_-|chr19:36236600-36236623_+	ParalogV3_010444	chr19:36237204-36237224_-|chr19:36236600-36236623_+
ZNF146|---	ParalogV3_010449	chr19:36237203-36237223_-|chr19:36236936-36236959_+	ParalogV3_010445	chr19:36237204-36237224_-|chr19:36236936-36236959_+
